,category,score,n_samples,n_features
0,event,0.9872136387852957,1877,15693
1,group,0.9886845827439887,1414,14152
2,offensive_weapon,0.9863407620416966,1391,9293
3,religious_extremist,0.9861878453038674,1086,10587
4,root,0.9830580262600593,2361,19711
5,unrest_and_threaths,0.9739884393063584,1384,15011
6,weapon,0.965634280865507,2357,17530
